family	pool_count	xpool_count	near_miss_share	primary_file	lane	score	examples
Effect:exchange::exchange control of those permanents	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Confusion in the Ranks
Effect:exchange::[−N]: exchange your hand and library, then shuffle.	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Mordenkainen
Effect:effect_structure::~ can block dragons as though it had	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Dragon Hunter
Effect:effect_structure::~ can block an additional creature each combat	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Kemba's Legion
Effect:effect_structure::you may spend white mana as though it	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Celestial Dawn
Effect:effect_structure::you may play lands and cast spells from	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Grolnok, the Omnivore
Effect:effect_structure::you may look at an additional N cards	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Enhanced Surveillance
Effect:effect_structure::you may activate loyalty abilities of ~ on	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Teferi, Master of Time
Effect:effect_structure::you may activate equip abilities any time you	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Leonin Shikari
Effect:effect_structure::you can't get poison counters	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Melira, Sylvok Outcast
Effect:effect_structure::you can't choose an untapped permanent as this	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Dream Leash
Effect:effect_structure::you can't choose an untapped creature as this	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Enthralling Hold
Effect:effect_structure::reveal the first card you draw on each	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Keranos, God of Storms
Effect:effect_structure::if a creature an opponent controls attacks, all	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	War's Toll
Effect:effect_structure::each opponent must attack you or a planeswalker	1	0	1.00	parser/oracle_dispatch.rs	L05	1.5	Trove of Temptation
Effect:during::during that player's next untap step, creatures they	1	0	1.00	parser/oracle_effect/	L11	1.5	Imaginary Threats
Effect:during::[+N]: during target opponent's next turn, creatures that	1	0	1.00	parser/oracle_effect/	L11	1.5	Gideon Jura
Effect:draw::draw cards equal to the number of curses	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Curse of Surveillance
Effect:draw::draw cards equal to the difference	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Skull Raid
Effect:draw::draw cards equal to its total toxic value	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Goliath Hatchery
Effect:draw::draw	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Notion Thief
Effect:double::double the value of N	1	0	1.00	parser/oracle_effect/counter.rs	L12	1.5	Unbound Flourishing
Effect:double::double strike, vigilance, and/or haste	1	0	1.00	parser/oracle_effect/counter.rs	L12	1.5	Path of Mettle
Effect:distribute::distribute a number of +N/+N counters equal to	1	0	1.00	parser/oracle_effect/	L11	1.5	Vastwood Hydra
Effect:discard::discard each nonland card revealed this way	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Fall
Effect:discard::discard each card with the same name as	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Minamo's Meddling
Effect:discard::discard cards equal to the damage	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Jagged Poppet
Effect:deal::~ deals damage to target creature equal to	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Weight of Spires
Effect:deal::~ deals damage equal to the total mana	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Nahiri's Wrath
Effect:deal::~ deals N times N damage to each	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Crackle with Power
Effect:deal::{M}, sacrifice a creature: ~ deals damage to	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Fiery Bombardment
Effect:deal::if you control N or more artifacts, ~	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Molten Psyche
Effect:deal::deal damage to you equal to the total	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Command the Dreadhorde
Effect:deal::deal damage to you equal to the number	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Madcap Experiment
Effect:deal::deal damage to that player equal to their	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Angrath, Minotaur Pirate
Effect:deal::deal damage to that permanent or player equal	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Heretic's Punishment
Effect:deal::deal damage to that creature	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Friendly Fire
Effect:deal::deal damage to target player or planeswalker equal	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Deathforge Shaman
Effect:deal::deal damage to target creature equal to twice	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Barrel Down Sokenzan
Effect:deal::deal damage to each opponent equal to the	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Mjölnir, Storm Hammer
Effect:deal::deal damage to each creature equal to the	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Structural Assault
Effect:deal::deal damage to any target equal to twice	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Voracious Dragon
Effect:deal::deal damage equal to the power of that	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Dragon's Fire
Effect:deal::deal damage equal to the number of nonland	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Goblin Charbelcher
Effect:deal::deal damage equal to the excess to any	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Toralf, God of Fury
Effect:deal::deal damage equal to its power divided as	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Master of the Wild Hunt
Effect:deal::deal an amount of damage of your choice	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Volcano Hellion
Effect:creatures::{M}: creatures your opponents control block this turn	1	0	1.00	parser/oracle_effect/mana.rs	L07	1.5	Brutal Hordechief
Effect:creatures::until your next turn, creatures can't attack you.	1	0	1.00	parser/oracle_effect/mana.rs	L07	1.5	Chronomantic Escape
Effect:creatures::if you control N or more artifacts, creatures	1	0	1.00	parser/oracle_effect/mana.rs	L07	1.5	Concussive Bolt
Effect:creatures::creatures your opponents control with power less than	1	0	1.00	parser/oracle_effect/mana.rs	L07	1.5	Rumbling Ruin
Effect:creatures::creatures your opponents control attack each combat if	1	0	1.00	parser/oracle_effect/mana.rs	L07	1.5	The Akroan War
Effect:creatures::creatures that were blocked by that creature this	1	0	1.00	parser/oracle_effect/mana.rs	L07	1.5	Ride Down
Effect:creatures::creatures target opponent controls attack this turn if	1	0	1.00	parser/oracle_effect/mana.rs	L07	1.5	Imaginary Threats
Effect:creatures::creatures it was blocking that hadn't become blocked	1	0	1.00	parser/oracle_effect/mana.rs	L07	1.5	Balduvian Warlord
Effect:creatures::creatures dealt damage this way can't block	1	0	1.00	parser/oracle_effect/mana.rs	L07	1.5	Huatli, Warrior Poet
Effect:creatures::creatures and lands target opponent controls don't untap	1	0	1.00	parser/oracle_effect/mana.rs	L07	1.5	Exhaustion
Effect:creature::creature spells you cast this turn can't be	1	0	1.00	parser/oracle_effect/become_copy_except.rs	L14	1.5	Domri, Anarch of Bolas
Effect:creature,::creature, enchantment, or land card, the player may	1	0	1.00	parser/oracle_effect/	L11	1.5	Gate to the Aether
Effect:create::fateful hour — if you have N or	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Gather the Townsfolk
Effect:create::create a tapped and attacking N/N green dinosaur	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Ghalta and Mavren
Effect:create::create a green ooze creature token with "~'s	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Consuming Blob
Effect:create::create a copy of the card with the	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Garth One-Eye
Effect:create::create a colorless construct artifact creature token named	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Gemini Engine
Effect:create::create a black zombie creature token with power	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Soul Separator
Effect:create::create a black zombie creature token	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Ritual of the Returned
Effect:create::create a black vampire creature token	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Kalitas, Bloodchief of Ghet
Effect:create::[−N]: create a white avatar creature token. it	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Ajani Goldmane
Effect:count::{M}, {M}, sacrifice a creature: count the colors	1	0	1.00	parser/oracle_effect/token.rs	L18	1.5	Evolving Door
Effect:count::count the number of permanents you control	1	0	1.00	parser/oracle_effect/token.rs	L18	1.5	Touch of the Eternal
Effect:count::count the number of cards in your library.	1	0	1.00	parser/oracle_effect/token.rs	L18	1.5	Invincible Hymn
Effect:count::count the number of +N/+N counters on creatures	1	0	1.00	parser/oracle_effect/token.rs	L18	1.5	Rumbling Ruin
Effect:choose::{M}: choose a creature card exiled with ~	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Valki, God of Lies
Effect:choose::{M}, {M}: choose a creature at random that	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Metzali, Tower of Triumph
Effect:choose::{M}, {M}, sacrifice ~ and a legendary artifact:	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Mount Doom
Effect:choose::{M}, sacrifice ~: choose up to N face-up	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Mirror of Fate
Effect:choose::{M}, sacrifice ~: choose an exiled card an	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Dauthi Voidwalker
Effect:choose::you choose which creatures attack this turn	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Master Warcraft
Effect:choose::target opponent chooses an artifact card in their	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Scrounge
Effect:choose::target opponent chooses a card in your graveyard.	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Shrouded Lore
Effect:choose::exile ~: each opponent chooses N cards in	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Watchers of the Dead
Effect:choose::choose which creatures block this combat and how	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Odric, Master Tactician
Effect:choose::choose up to N creature. destroy the rest	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Duneblast
Effect:choose::choose the permanents for each player	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Mythos of Snapdax
Effect:choose::choose how those creatures block	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Brutal Hordechief
Effect:choose::choose from it a nonland card with mana	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Distended Mindbender
Effect:choose::choose creatures tapped this way	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Suppression Ray
Effect:choose::choose cards in their hand	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Worldpurge
Effect:choose::choose artifact and/or land cards revealed this way	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Hew the Entwood
Effect:choose::choose an order for artifacts, creatures, and lands.	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Rite of Ruin
Effect:choose::choose an instant or sorcery card exiled this	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Chandra, Pyromaster
Effect:choose::choose an artifact or creature card with mana	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Queen Kayla bin-Kroog
Effect:choose::choose an artifact or creature card from their	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Dreams of Steel and Oil
Effect:choose::choose an artifact card name. search target opponent's	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Dispossess
Effect:choose::choose a permanent type. return all cards of	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Creeping Renaissance
Effect:choose::choose a nonlegendary creature on the battlefield. target	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Cytoshape
Effect:choose::choose a nonlegendary creature card in your graveyard	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Drana, the Last Bloodchief
Effect:choose::choose a nonland card with mana value N	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Venarian Glimmer
Effect:choose::choose a nonland card in your graveyard	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	O-Kagachi Made Manifest
Effect:choose::choose a nonland card exiled this way	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Plargg and Nassari
Effect:choose::choose a noncreature, nonland card from among them	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Capricious Hellraiser
Effect:choose::choose a nonartifact, nonland card name. search target	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Lost Legacy
Effect:choose::choose a kind of counter at random that	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Crystalline Giant
Effect:choose::choose a creature on the battlefield. any number	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Polymorphous Rush
Effect:choose::choose a creature card and/or a land card	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Green Sun's Twilight
Effect:choose::choose a card revealed this way	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Psychotic Episode
Effect:choose::choose N of their piles at random and	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Whims of the Fates
Effect:choose::choose N of the exiled cards and put	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Dubious Challenge
Effect:choose::choose N of the exiled cards	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Thieves' Auction
Effect:choose::choose N cards in each graveyard	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	The Three Seasons
Effect:choose::choose N cards from it	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Gruesome Discovery
Effect:change::sacrifice ~: you may change the targets of	1	0	1.00	parser/oracle_effect/subject.rs	L13	1.5	Goblin Flectomancer
Effect:can::{M}, {M}: until end of turn, your opponents	1	0	1.00	parser/oracle_effect/subject.rs	L13	1.5	Detection Tower
Effect:can::can cast only N more spell	1	0	1.00	parser/oracle_effect/subject.rs	L13	1.5	Irencrag Feat
Effect:can't::you can't lose the game this turn and	1	0	1.00	parser/oracle_effect/mana.rs	L07	1.5	Angel's Grace
Effect:can't::target player can't play lands this turn if	1	0	1.00	parser/oracle_effect/mana.rs	L07	1.5	Moonhold
Effect:can't::sacrifice ~: until your next turn, target player	1	0	1.00	parser/oracle_effect/mana.rs	L07	1.5	Hope of Ghirapur
Effect:can't::can't have counters put on it	1	0	1.00	parser/oracle_effect/mana.rs	L07	1.5	Suncleanser
Effect:can't::can't cast spells with the same name as	1	0	1.00	parser/oracle_effect/mana.rs	L07	1.5	Reflector Mage
Effect:can't::can't cast spells	1	0	1.00	parser/oracle_effect/mana.rs	L07	1.5	Render Silent
Effect:can't::can't cast additional spells	1	0	1.00	parser/oracle_effect/mana.rs	L07	1.5	Conduit of Worlds
Effect:block::block an attacking creature of your choice	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Balduvian Warlord
Effect:bid::each player may bid life. you start the	1	0	1.00	parser/oracle_effect/	L11	1.5	Pain's Reward
Effect:become::{M}: until end of turn, target land you	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Navigator's Compass
Effect:become::target unblocked attacking creature becomes blocked. / draw	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Curtain of Light
Effect:become::[−N]: target creature becomes a treasure artifact with	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Vraska, Betrayal's Sting
Effect:attack::attack during its controller's next combat phase if	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Sizzling Soloist
Effect:attack::[+N]: up to N target creature an opponent	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Gideon, Battle-Forged
Effect:attack::[+N]: until your next turn, up to N	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Nahiri, the Unforgiving
Effect:attached_grant_unmodeled_conjunct::must be blocked by an eldrazi if able	1	0	1.00	parser/oracle_static/grammar.rs	L22	1.5	Slayer's Cleaver
Effect:at::at the beginning of your next first main	1	0	1.00	parser/oracle_util.rs	L17	1.5	Plasm Capture
Effect:at::at the beginning of the next combat, return	1	0	1.00	parser/oracle_util.rs	L17	1.5	Legion's Initiative
Effect:at::at the beginning of that player's next end	1	0	1.00	parser/oracle_util.rs	L17	1.5	Faramir, Prince of Ithilien
Effect:assign::sacrifice a food: until end of turn, target	1	0	1.00	parser/oracle_effect/subject.rs	L13	1.5	Bill the Pony
Effect:artifacts::artifacts and creatures target opponent controls don't untap	1	0	1.00	parser/oracle_effect/subject.rs	L13	1.5	Icebreaker Kraken
Effect:any::any other player may pay N life	1	0	1.00	parser/oracle_effect/subject.rs	L13	1.5	Zur's Weirding
Effect:another::{M}: another target wolf or werewolf you control	1	0	1.00	parser/oracle_effect/token.rs	L18	1.5	Tovolar's Packleader
Effect:another::another target nonland permanent phases out	1	0	1.00	parser/oracle_effect/token.rs	L18	1.5	The Phasing of Zhalfir
Effect:another::another target creature blocks it this turn if	1	0	1.00	parser/oracle_effect/token.rs	L18	1.5	Feral Contest
Effect:and::and you both own and control them, exile	1	0	1.00	parser/oracle_effect/become_copy_except.rs	L14	1.5	Mishra, Claimed by Gix
Effect:all::all permanents they own into their library	1	0	1.00	parser/oracle_effect/counter.rs	L12	1.5	Sway of the Stars
Effect:all::all damage that would be dealt this turn	3	0	0.00	parser/oracle_effect/counter.rs	L12	1.5	Gideon's Sacrifice; Kor Dirge; Saving Grace
Effect:add::{M}: add N mana of any type that	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Plaza of Harmony
Effect:add::add {M} for each {M} spent to cast	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Tundra Fumarole
Effect:add::add {M} for each N life your opponents	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Neheb, the Eternal
Effect:add::add twice that much {M}	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Fangorn, Tree Shepherd
Effect:add::add that much {M}	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Mana Seism
Effect:add::add N {M}	1	0	1.00	parser/oracle_effect/imperative.rs	L02	1.5	Su-Chi Cave Guard
Effect:a::a creature dealt damage this way can't block	1	0	1.00	parser/oracle_effect/mana.rs	L07	1.5	Ballista Wielder
Effect:Unsupported unless clause::you lose N life unless you sacrifice ~	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Withercrown
Effect:Unsupported unless clause::that creature's controller gains control of ~ unless	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Shuriken
Effect:Unsupported unless clause::target opponent loses N life unless that player	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Remorseless Punishment
Effect:Unsupported unless clause::sacrifice ~ unless you remove a counter from	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Chisei, Heart of Oceans
Effect:Unsupported unless clause::sacrifice ~ unless it attacked this turn	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Instill Furor
Effect:Unsupported unless clause::return that card to your hand unless target	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Pia's Revolution
Effect:Unsupported unless clause::it gains "~ can't be blocked" until end	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Ogre Marauder
Effect:Unsupported unless clause::it deals an additional N damage to that	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Quenchable Fire
Effect:Unsupported unless clause::for each of those cards, put that card	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Sword-Point Diplomacy
Effect:Unsupported unless clause::discard a card unless there are N or	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Tainted Indulgence
Effect:Unsupported unless clause::create a N/N red elemental creature token unless	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Development
Cost:Remove a +1/+1 counter or a charge counter from a permanent you control::remove a +N/+N counter or a charge counter	1	0	1.00	parser/oracle_casting.rs	L20	1.5	Ion Storm
Swallow:Duration_ThisTurn::enchant creature / enchanted creature gets +N/+N and	2	0	0.00	parser/oracle_nom/duration.rs	L16	1.0	Curious Obsession; See Red
Effect:x::N is the mana value of that card	2	0	0.00	parser/oracle_effect/animation.rs	L15	1.0	Prototype Portal; Soul Foundry
Effect:this::this ability costs {M} less to activate if	2	0	0.00	parser/oracle_effect/imperative.rs	L02	1.0	Kami of Jealous Thirst; Sewer Crocodile
Effect:static_structure::enchanted creature gets -N/-N, where N is the	2	0	0.00	parser/oracle_dispatch.rs	L05	1.0	Death's Approach; Disturbing Conversion
Effect:entwine—sacrifice::entwine—sacrifice N lands	2	0	0.00	parser/oracle_effect/	L11	1.0	Betrayal of Flesh; Solar Tide
Effect:each::each creature you control enters with an additional	2	0	0.00	parser/oracle_effect/imperative.rs	L02	1.0	Combine Guildmage; Zameck Guildmage
Effect:change::change the text of target spell or permanent	2	0	0.00	parser/oracle_effect/subject.rs	L13	1.0	Glamerdye; Spectral Shift
Effect:change::change the text of target permanent by replacing	2	0	0.00	parser/oracle_effect/subject.rs	L13	1.0	Mind Bend; Trait Doctoring
Effect:at::at this turn's next end of combat	2	0	0.00	parser/oracle_util.rs	L17	1.0	Gaze of the Gorgon; Triton Tactics
Effect:5,::N, or N	2	0	0.00	parser/oracle_effect/	L11	1.0	Kozilek's Unsealing; Sarkhan's Unsealing
Effect:"::"	2	0	0.00	parser/oracle_effect/	L11	1.0	Can't Stay Away; Tamiyo, Compleated Sage
Trigger:Whenever enchanted player is dealt damage::whenever enchanted player is dealt damage, they lose	1	1	0.00	parser/oracle_trigger.rs	L10	0.8	Grievous Wound
Swallow:DynamicQty::on it for each other creature you control.	1	1	0.00	parser/oracle_quantity.rs	L06	0.8	Sheriff of Safe Passage
Swallow:Duration_ThisTurn::your control this turn and you control a	1	1	0.00	parser/oracle_nom/duration.rs	L16	0.8	Zimone, All-Questioning
Swallow:Condition_If::control enters, if its power is greater than	1	1	0.00	parser/oracle_nom/condition.rs	L04	0.8	Sharp-Eyed Rookie
Swallow:Condition_AsLongAs::flash / when this creature enters, counter up	1	1	0.00	parser/oracle_nom/condition.rs	L04	0.8	Tishana's Tidebinder
ParseWarning:target-fallback::parse_target could not classify 'the blighted creature'	1	1	0.00	parser/oracle_target.rs	L23	0.8	Grub, Notorious Auntie
ParseWarning:target-fallback::parse_target could not classify 'but the bottom N	1	1	0.00	parser/oracle_target.rs	L23	0.8	Doomsday Excruciator
Effect:{3}::• hellmasker — {M} — N/N	1	1	0.00	parser/oracle_effect/	L11	0.8	Vincent's Limit Break
Effect:{1}::• death gigas — {M} — N/N	1	1	0.00	parser/oracle_effect/	L11	0.8	Vincent's Limit Break
Effect:{0}::• galian beast — {M} — N/N	1	1	0.00	parser/oracle_effect/	L11	0.8	Vincent's Limit Break
Effect:unknown::during your turn, as long as you haven't	1	1	0.00	parser/oracle_effect/mod.rs	L03	0.8	Elvish Refueler
Effect:this::this ability costs {M} less to activate, where	1	1	0.00	parser/oracle_effect/imperative.rs	L02	0.8	The Dominion Bracelet
Effect:target::target land card from your graveyard	1	1	0.00	parser/oracle_effect/counter.rs	L12	0.8	Sandman, Shifting Scoundrel
Effect:replacement_structure::the first time you would create N or	1	1	0.00	parser/oracle_dispatch.rs	L05	0.8	Moonlit Meditation
Effect:players::players may play cards they exiled this way,	1	1	0.00	parser/oracle_effect/imperative.rs	L02	0.8	Memory Vessel
Effect:multi_source_compound_each_power_damage::any number of target enchanted creatures you control	1	1	0.00	parser/oracle_effect/mod.rs	L03	0.8	Graceful Takedown
Effect:it::it enters with a finality counter on it	1	1	0.00	parser/oracle_effect/become_copy_except.rs	L14	0.8	The Tomb of Aclazotz
Effect:it's::it's a N/N robot artifact creature with flying	1	1	0.00	parser/oracle_effect/become_copy_except.rs	L14	0.8	Brilliance Unleashed
Effect:for::for each rat you control	1	1	0.00	parser/oracle_effect/search.rs	L08	0.8	Twisted Sewer-Witch
Effect:cloak::cloak a card from your hand	1	1	0.00	parser/oracle_effect/imperative.rs	L02	0.8	Vannifar, Evolved Enigma
Effect:behold::behold a dragon	1	1	0.00	parser/oracle_casting.rs	L20	0.8	Sarkhan, Dragon Ascendant
Effect:all::all abilities your opponents control	1	1	0.00	parser/oracle_effect/counter.rs	L12	0.8	Glen Elendra's Answer
Cost:Loose Leaf::loose leaf	1	1	0.00	parser/oracle_casting.rs	L20	0.8	Page, Loose Leaf
Swallow:DynamicQty::on it for each different mana cost among	1	0	0.00	parser/oracle_quantity.rs	L06	0.5	Embodiment of Agonies
Swallow:DynamicQty::on it equal to this creature's power and	1	0	0.00	parser/oracle_quantity.rs	L06	0.5	Master Biomancer
Swallow:DynamicQty::exile cards equal to its power from the	1	0	0.00	parser/oracle_quantity.rs	L06	0.5	Dead Man's Chest
Swallow:DynamicQty::a card for each aura you control that's	1	0	0.00	parser/oracle_quantity.rs	L06	0.5	Sage's Reverie
Swallow:DynamicQty::[+N]: venture into the dungeon. / [−N]: look	1	0	0.00	parser/oracle_quantity.rs	L06	0.5	Ellywick Tumblestrum
Swallow:Duration_ThisTurn::their control this turn, thi	1	0	0.00	parser/oracle_nom/duration.rs	L16	0.5	Tunnel Ignus
Swallow:Condition_If::~'s power is equal to your devotion to	1	0	0.00	parser/oracle_nom/condition.rs	L04	0.5	Anax, Hardened in the Forge
Swallow:Condition_If::when barrowin enters, venture into the dungeon. /	1	0	0.00	parser/oracle_nom/condition.rs	L04	0.5	Barrowin of Clan Undurr
Swallow:Condition_If::their choice. if the play	1	0	0.00	parser/oracle_nom/condition.rs	L04	0.5	Cruel Reality
Swallow:Condition_If::the battlefield, if it was historic, draw N	1	0	0.00	parser/oracle_nom/condition.rs	L04	0.5	Curator's Ward
Swallow:Condition_If::target spell if you control more creatures than	1	0	0.00	parser/oracle_nom/condition.rs	L04	0.5	Unified Will
Swallow:Condition_If::opponent's control, if that player had another land	1	0	0.00	parser/oracle_nom/condition.rs	L04	0.5	Tunnel Ignus
Swallow:Condition_If::on it if you control a modified creature.	1	0	0.00	parser/oracle_nom/condition.rs	L04	0.5	Heir of the Ancient Fang
Swallow:Condition_If::on it if you control a creature with	1	0	0.00	parser/oracle_nom/condition.rs	L04	0.5	Frontier Mastodon
Swallow:Condition_If::becomes tapped, if it's enchanted or equipped, create	1	0	0.00	parser/oracle_nom/condition.rs	L04	0.5	Warchanter Skald
Swallow:Condition_If::aura enters, if enchanted permanent is tapped, untap	1	0	0.00	parser/oracle_nom/condition.rs	L04	0.5	Volition Reins
Swallow:Condition_If::aura enters, if enchanted creature has toxic, that	1	0	0.00	parser/oracle_nom/condition.rs	L04	0.5	Maze's Mantle
Swallow:Condition_AsLongAs::flying / as long as this creature is	1	0	0.00	parser/oracle_nom/condition.rs	L04	0.5	Dearly Departed
Swallow:Condition_AsLongAs::as long as this creature is untapped, all	1	0	0.00	parser/oracle_nom/condition.rs	L04	0.5	Weathered Bodyguards
ParseWarning:trigger-subject::trigger subject parse fell back to any 'enchanted	1	0	0.00	parser/oracle.rs	L19	0.5	Psychic Possession
ParseWarning:target-fallback::parse_target could not classify 'but the bottom card	1	0	0.00	parser/oracle_target.rs	L23	0.5	Nicol Bolas, the Arisen
ParseWarning:target-fallback::parse_target could not classify 'but that many permanents	1	0	0.00	parser/oracle_target.rs	L23	0.5	Choice of Damnations
ParseWarning:target-fallback::parse_target could not classify 'any of them that	1	0	0.00	parser/oracle_target.rs	L23	0.5	Blow Your House Down
Effect:your::your maximum hand size is reduced by N	1	0	0.00	parser/oracle_effect/mana.rs	L07	0.5	Inspired Idea
Effect:you::you skip your next N turns	1	0	0.00	parser/oracle_effect/conditions.rs	L09	0.5	Eater of Days
