Grievous Wound	1	Trigger:Whenever enchanted player is dealt damage	Enchant player / Enchanted player can't gain life. / Whenever enchanted player is dealt damage, they lose half their life, rounded up.
Jace, Mirror Mage	1	Effect:remove	Kicker {2} / When Jace enters, if Jace was kicked, create a token that's a copy of Jace, except it's not legendary and its starting loyalty is 1. / [+1]: Scry 2. / [0]: Draw a card and reveal it. Remove a number of loyalty counters equal to that card's mana value from Jace.
Skywatcher Adept	0		Level up {3} ({3}: Put a level counter on this. Level up only as a sorcery.) / LEVEL 1-2 / 2/2 / Flying / LEVEL 3+ / 4/2 / Flying
Notion Thief	1	Effect:draw	Flash / If an opponent would draw a card except the first one they draw in each of their draw steps, instead that player skips that draw and you draw a card.
Mistbind Clique	1	Trigger:When a Faerie is championed with ~	Flash / Flying / Champion a Faerie (When this enters, sacrifice it unless you exile another Faerie you control. When this leaves the battlefield, that card returns to the battlefield.) / When a Faerie is championed with this creature, tap all lands target player controls.
Bloodsoaked Insight	1	Swallow:Condition_If	This spell costs {1} less to cast for each 1 life your opponents have lost this turn. / Target opponent exiles the top three cards of their library. Until the end of your next turn, you may play those cards. If you cast a spell this way, mana of any type can be spent to cast it.
Master of the Wild Hunt	1	Effect:deal	At the beginning of your upkeep, create a 2/2 green Wolf creature token. / {T}: Tap all untapped Wolf creatures you control. Each Wolf tapped this way deals damage equal to its power to target creature. That creature deals damage equal to its power divided as its controller chooses among any number of those Wolves.
The Cruelty of Gix	0		Read ahead (Choose a chapter and start with that many lore counters. Add one after your draw step. Skipped chapters don't trigger. Sacrifice after III.) / I — Target opponent reveals their hand. You choose a creature or planeswalker card from it. That player discards that card. / II — Search your library for a card, put that card into your hand, then shuffle. You lose 3 life. / III — Put target creature card from a graveyard onto the battlefield under your control.
Brine Elemental	1	Effect:skip	Morph {5}{U}{U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.) / When this creature is turned face up, each opponent skips their next untap step.
Eye of the Storm	1	Effect:for	Whenever a player casts an instant or sorcery card, exile it. Then that player copies each instant or sorcery card exiled with this enchantment. For each copy, the player may cast the copy without paying its mana cost.
Thran Portal	1	Effect:unknown	This land enters tapped unless you control two or fewer other lands. / As this land enters, choose a basic land type. / This land is the chosen type in addition to its other types. / Mana abilities of this land cost an additional 1 life to activate.
Call to Serve	0		Enchant nonblack creature / Enchanted creature gets +1/+2, has flying, and is an Angel in addition to its other types.
Soul of Emancipation	1	Effect:for	When this creature enters, destroy up to three other target nonland permanents. For each of those permanents, its controller creates a 3/3 white Angel creature token with flying.
Oracle's Attendants	1	Effect:all	{T}: All damage that would be dealt to target creature this turn by a source of your choice is dealt to this creature instead.
Hades, Sorcerer of Eld	1	Swallow:Optional_YouMay	Vigilance / Echo of the Lost — During your turn, you may play cards from your graveyard. / If a card or token would be put into your graveyard from anywhere, exile it instead.
Judgment Bolt	1	Swallow:DynamicQty	Judgment Bolt deals 5 damage to target creature and X damage to that creature's controller, where X is the number of Equipment you control.
Plumb the Forbidden	1	Swallow:DynamicQty	As an additional cost to cast this spell, you may sacrifice one or more creatures. When you do, copy this spell for each creature sacrificed this way. / You draw a card and lose 1 life.
Mjölnir, Storm Hammer	1	Effect:deal	When Mjölnir enters, attach it to target legendary creature you control. / Whenever equipped creature attacks, tap target creature defending player controls and put a stun counter on it. Then Mjölnir deals damage to each opponent equal to the number of tapped creatures that opponent controls. / Equip {4}
Cairn Wanderer	0		Changeling (This card is every creature type.) / As long as a creature card with flying is in a graveyard, this creature has flying. The same is true for fear, first strike, double strike, deathtouch, haste, landwalk, lifelink, protection, reach, trample, shroud, and vigilance.
Lady Octopus, Inspired Inventor	1	Trigger:Whenever you draw your first or second card each turn	Whenever you draw your first or second card each turn, put an ingenuity counter on Lady Octopus. / {T}: You may cast an artifact spell from your hand with mana value less than or equal to the number of ingenuity counters on Lady Octopus without paying its mana cost.
Goliath Hatchery	1	Effect:draw	When this enchantment enters, create two 3/3 green Phyrexian Beast creature tokens with toxic 1. (Players dealt combat damage by them also get a poison counter.) / Corrupted — At the beginning of your upkeep, if an opponent has three or more poison counters, choose a creature you control, then draw cards equal to its total toxic value.
Raubahn, Bull of Ala Mhigo	1	Swallow:DynamicQty	Ward—Pay life equal to Raubahn's power. / Whenever Raubahn attacks, attach up to one target Equipment you control to target attacking creature.
Nasty End	1	Swallow:Condition_If	As an additional cost to cast this spell, sacrifice a creature. / Draw two cards. If the sacrificed creature was legendary, draw three cards instead.
Lumengrid Augur	1	Swallow:Condition_If	{1}, {T}: Target player draws a card, then discards a card. If that player discards an artifact card this way, untap this creature.
Magus of the Scroll	1	Swallow:Condition_If	{3}, {T}: Choose a card name, then reveal a card at random from your hand. If that card has the chosen name, this creature deals 2 damage to any target.
Mystic Reflection	1	Effect:the	Choose target nonlegendary creature. The next time one or more creatures or planeswalkers enter this turn, they enter as copies of the chosen creature. / Foretell {U} (During your turn, you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.)
Vexing Arcanix	1	Effect:otherwise	{3}, {T}: Target player chooses a card name, then reveals the top card of their library. If that card has the chosen name, that player puts it into their hand. Otherwise, they put it into their graveyard and this artifact deals 2 damage to them.
Hama Pashar, Ruin Seeker	1	Effect:unknown	Room abilities of dungeons you own trigger an additional time.
